label,short,shortDomain,shortRange,description
suppredded date,dbo:suppreddedDate,dbo:Saint,xsd:date,suppredded date of saint
surface area (m2),dbo:surfaceArea,dbo:Planet,xsd:double,surface area of planet
position in which a surface occurs in a text,dbo:surfaceFormOccurrenceOffset,,xsd:string,position in which a surface occurs in a text
surface gravity (g),dbo:surfaceGravity,dbo:Planet,xsd:double,surface gravity of planet
type of surface,dbo:surfaceType,,xsd:string,type of surface
Suspected Cases,dbo:suspectedCases,dbo:Outbreak,xsd:integer,suspected cases of outbreak
Swimming style,dbo:swimmingStyle,dbo:Swimmer,xsd:string,swimming style of swimmer
Symbol,dbo:symbol,dbo:Biomolecule,xsd:string,symbol of biomolecule
synonym,dbo:synonym,,xsd:string,synonym
minimum system requirements,dbo:systemRequirements,,xsd:string,minimum system requirements
tag,dbo:tag,,xsd:date,tag
taste or flavour,dbo:taste,dbo:Food,xsd:string,taste or flavour of food
tattoo,dbo:tattoo,dbo:Person,xsd:string,tattoo of person
team name,dbo:teamName,dbo:School,rdf:langString,team name of school
team point,dbo:teamPoint,dbo:Athlete,xsd:nonNegativeInteger,team point of athlete
team size,dbo:teamSize,,xsd:nonNegativeInteger,team size
team title,dbo:teamTitle,dbo:Athlete,xsd:string,team title of athlete
technique,dbo:technique,dbo:Painting,xsd:string,technique of painting
Temporary Placement in the Music Charts,dbo:tempPlace,dbo:ChartsPlacements,xsd:string,temporary placement in the music charts of charts placements
temperature (K),dbo:temperature,,xsd:double,temperature
template name,dbo:templateName,dbo:WikimediaTemplate,xsd:string,template name of wikimedia template
temple,dbo:temple,dbo:Person,xsd:string,temple of person
temple year,dbo:templeYear,dbo:Person,xsd:string,temple year of person
type of tennis surface,dbo:tennisSurfaceType,,xsd:string,type of tennis surface
term of office,dbo:termOfOffice,dbo:PopulatedPlace,xsd:string,term of office of populated place
tessitura,dbo:tessitura,dbo:Person,xsd:string,tessitura of person
testaverage,dbo:testaverage,dbo:School,xsd:float,testaverage of school
Theology,dbo:theology,dbo:ChristianDoctrine,xsd:string,theology of christian doctrine
third,dbo:third,dbo:Person,xsd:nonNegativeInteger,third of person
third place,dbo:thirdPlace,,xsd:string,third place
throwing side,dbo:throwingSide,dbo:BaseballPlayer,xsd:string,throwing side of baseball player
thumbnail caption,dbo:thumbnailCaption,,xsd:string,thumbnail caption
tie,dbo:tie,dbo:Boxer,xsd:nonNegativeInteger,tie of boxer
time,dbo:time,,xsd:string,time
total time person has spent in space (s),dbo:timeInSpace,,xsd:double,total time person has spent in space
timeshift channel,dbo:timeshiftChannel,dbo:TelevisionStation,xsd:string,timeshift channel of television station
title,dbo:title,,rdf:langString,title
title date,dbo:titleDate,dbo:Person,xsd:date,title date of person
title double,dbo:titleDouble,dbo:TennisPlayer,xsd:string,title double of tennis player
title language,dbo:titleLanguage,dbo:Film,xsd:string,title language of film
title single,dbo:titleSingle,dbo:TennisPlayer,xsd:string,title single of tennis player
toll ($),dbo:toll,dbo:RouteOfTransportation,xsd:double,toll of route of transportation
top floor height,dbo:topFloorHeight,dbo:Skyscraper,xsd:nonNegativeInteger,top floor height of skyscraper
top speed (kmh),dbo:topSpeed,,xsd:double,top speed
topic,dbo:topic,dbo:PopulatedPlace,xsd:string,topic of populated place
torque output (Nm),dbo:torqueOutput,dbo:AutomobileEngine,xsd:double,torque output of automobile engine
total cargo (g),dbo:totalCargo,dbo:Spacecraft,xsd:double,total cargo of spacecraft
total discs,dbo:totalDiscs,dbo:Album,xsd:integer,total discs of album
Total Pandemic Cases,dbo:totalIliCases,dbo:Outbreak,xsd:integer,total pandemic cases of outbreak
total launches,dbo:totalLaunches,,xsd:nonNegativeInteger,total launches
total mass (g),dbo:totalMass,dbo:Spacecraft,xsd:double,total mass of spacecraft
total population,dbo:totalPopulation,dbo:EthnicGroup,xsd:nonNegativeInteger,total population of ethnic group
total tracks,dbo:totalTracks,dbo:Album,xsd:integer,total tracks of album
total travellers,dbo:totalTravellers,dbo:YearInSpaceflight,xsd:nonNegativeInteger,total travellers of year in spaceflight
tournament of champions,dbo:tournamentOfChampions,dbo:Athlete,xsd:string,tournament of champions of athlete
tournament record,dbo:tournamentRecord,dbo:CollegeCoach,xsd:string,tournament record of college coach
tower height,dbo:towerHeight,dbo:Building,xsd:positiveInteger,tower height of building
track length (μ),dbo:trackLength,dbo:RouteOfTransportation,xsd:double,track length of route of transportation
track number,dbo:trackNumber,dbo:Song,xsd:positiveInteger,track number of song
track width (μ),dbo:trackWidth,dbo:RouteOfTransportation,xsd:double,track width of route of transportation
trading name,dbo:tradingName,dbo:Company,xsd:string,trading name of company
trainer years,dbo:trainerYears,dbo:SoccerPlayer,xsd:gYear,trainer years of soccer player
translated motto,dbo:translatedMotto,,xsd:string,translated motto
transmission,dbo:transmission,dbo:Automobile,xsd:string,transmission of automobile
tuition ($),dbo:tuition,dbo:School,xsd:double,tuition of school
tv.com id,dbo:tvComId,dbo:TelevisionShow,xsd:integer,tv.com id of television show
type coordinate,dbo:typeCoordinate,dbo:Place,xsd:string,type coordinate of place
type of grain (wheat etc.),dbo:typeOfGrain,dbo:Food,xsd:string,type of grain of food
type of storage,dbo:typeOfStorage,dbo:Food,xsd:string,type of storage of food
type of yeast,dbo:typeOfYeast,dbo:Food,xsd:string,type of yeast of food
UCI code,dbo:uciCode,dbo:CyclingTeam,xsd:string,uci code of cycling team
ULAN id,dbo:ulanId,,xsd:string,ulan id
umbrella title,dbo:umbrellaTitle,dbo:MultiVolumePublication,rdf:langString,umbrella title of multi volume publication
UN number,dbo:unNumber,dbo:ChemicalSubstance,xsd:string,un number of chemical substance
undrafted year,dbo:undraftedYear,dbo:GridironFootballPlayer,xsd:gYear,undrafted year of gridiron football player
unicode,dbo:unicode,dbo:Letter,xsd:string,unicode of letter
UniProt,dbo:uniprot,dbo:Biomolecule,xsd:string,uniprot of biomolecule
unit cost ($),dbo:unitCost,dbo:Aircraft,xsd:double,unit cost of aircraft
United States National Bridge ID,dbo:unitedStatesNationalBridgeId,dbo:Bridge,xsd:string,united states national bridge id of bridge
unknown outcomes,dbo:unknownOutcomes,dbo:Rocket,xsd:nonNegativeInteger,unknown outcomes of rocket
UN/LOCODE,dbo:unloCode,dbo:Place,xsd:string,un/locode of place
updated,dbo:updated,,xsd:date,updated
upper age,dbo:upperAge,dbo:School,xsd:nonNegativeInteger,upper age of school
urban area,dbo:urbanArea,dbo:Settlement,xsd:string,urban area of settlement
us open double,dbo:usOpenDouble,dbo:TennisPlayer,xsd:string,us open double of tennis player
us open mixed,dbo:usOpenMixed,dbo:TennisPlayer,xsd:string,us open mixed of tennis player
us open single,dbo:usOpenSingle,dbo:TennisPlayer,xsd:string,us open single of tennis player
US sales,dbo:usSales,dbo:Sales,xsd:nonNegativeInteger,us sales of sales
approved rating of the Entertainment Software Self-Regulation Body in Germany,dbo:usk,,xsd:integer,approved rating of the entertainment software self-regulation body in germany
UTC offset,dbo:utcOffset,dbo:Place,xsd:string,utc offset of place
V_hb,dbo:v_hb,dbo:Globularswarm,xsd:integer,v_hb of globularswarm
Vaccine,dbo:vaccine,,xsd:string,vaccine
value,dbo:value,,xsd:nonNegativeInteger,value
valvetrain,dbo:valvetrain,dbo:AutomobileEngine,dbd:valvetrain,valvetrain of automobile engine in valvetrain
vapor pressure (hPa),dbo:vaporPressure,dbo:ChemicalSubstance,dbd:hectopascal,vapor pressure of chemical substance in hectopascal
vehicle code,dbo:vehicleCode,dbo:Place,xsd:string,vehicle code of place
vehicles per day,dbo:vehiclesPerDay,dbo:RouteOfTransportation,xsd:nonNegativeInteger,vehicles per day of route of transportation
VIAF Id,dbo:viafId,,xsd:string,viaf id
victims (string),dbo:victims,,xsd:string,victims
victory,dbo:victory,dbo:Person,xsd:nonNegativeInteger,victory of person
victory as manager,dbo:victoryAsMgr,dbo:Person,xsd:nonNegativeInteger,victory as manager of person
victory percentage as manager,dbo:victoryPercentageAsMgr,dbo:Person,xsd:double,victory percentage as manager of person
virtual channel,dbo:virtualChannel,dbo:Broadcaster,xsd:string,virtual channel of broadcaster
visitors per day,dbo:visitorsPerDay,dbo:ArchitecturalStructure,xsd:nonNegativeInteger,visitors per day of architectural structure
visitors per year,dbo:visitorsPerYear,dbo:ArchitecturalStructure,xsd:nonNegativeInteger,visitors per year of architectural structure
visitor percentage change,dbo:visitorsPercentageChange,dbo:ArchitecturalStructure,xsd:double,visitor percentage change of architectural structure
visitors total,dbo:visitorsTotal,dbo:ArchitecturalStructure,xsd:nonNegativeInteger,visitors total of architectural structure
volcanic activity,dbo:volcanicActivity,dbo:Island,xsd:string,volcanic activity of island
volcanic type,dbo:volcanicType,dbo:Island,xsd:string,volcanic type of island
volcano id,dbo:volcanoId,dbo:Island,xsd:string,volcano id of island
voltage of electrification (V),dbo:voltageOfElectrification,dbo:RouteOfTransportation,xsd:double,voltage of electrification of route of transportation
volume (μ³),dbo:volume,,xsd:double,volume
volume quote,dbo:volumeQuote,dbo:Place,xsd:string,volume quote of place
von Klitzing electromagnetic constant (RK),dbo:vonKlitzingConstant,dbo:CelestialBody,xsd:double,von klitzing electromagnetic constant of celestial body
Votes against the resolution,dbo:votesAgainst,dbo:StatedResolution,xsd:nonNegativeInteger,votes against the resolution of stated resolution
Number of votes in favour of the resolution,dbo:votesFor,dbo:StatedResolution,xsd:nonNegativeInteger,number of votes in favour of the resolution of stated resolution
waist size (μ),dbo:waistSize,dbo:Person,xsd:double,waist size of person
wars,dbo:war,dbo:MilitaryPerson,xsd:string,wars of military person
ward of a liechtenstein settlement,dbo:ward,dbo:LiechtensteinSettlement,xsd:string,ward of a liechtenstein settlement of liechtenstein settlement
water,dbo:water,dbo:Place,xsd:string,water of place
area of water (m2),dbo:waterArea,dbo:Place,xsd:double,area of water of place
water percentage of a place,dbo:waterPercentage,dbo:Place,xsd:float,water percentage of a place of place
watercourse,dbo:watercourse,dbo:PopulatedPlace,xsd:string,watercourse of populated place
watershed (m2),dbo:watershed,dbo:Stream,xsd:double,watershed of stream
wavelength (μ),dbo:wavelength,dbo:Colour,xsd:double,wavelength of colour
label of a website,dbo:websiteLabel,,rdf:langString,label of a website
Parents Wedding Date,dbo:weddingParentsDate,dbo:Person,xsd:date,parents wedding date of person
weight (g),dbo:weight,,xsd:double,weight
wha draft,dbo:whaDraft,dbo:IceHockeyPlayer,xsd:string,wha draft of ice hockey player
wha draft year,dbo:whaDraftYear,dbo:IceHockeyPlayer,xsd:date,wha draft year of ice hockey player
wheelbase (μ),dbo:wheelbase,dbo:Automobile,xsd:double,wheelbase of automobile
width (μ),dbo:width,,xsd:double,width
width quote,dbo:widthQuote,dbo:Place,xsd:string,width quote of place
Character size of wiki page,dbo:wikiPageCharacterSize,,xsd:nonNegativeInteger,character size of wiki page
extraction datetime,dbo:wikiPageExtracted,,xsd:dateTime,extraction datetime
Wikipage page ID,dbo:wikiPageID,,xsd:integer,wikipage page id
Wiki page in degree,dbo:wikiPageInDegree,,xsd:nonNegativeInteger,wiki page in degree
page length (characters) of wiki page,dbo:wikiPageLength,,xsd:nonNegativeInteger,page length of wiki page
Delta size of a revision with last one,dbo:wikiPageLengthDelta,Prov:Revision,xsd:integer,delta size of a revision with last one of revision
Wikipage modification datetime,dbo:wikiPageModified,,xsd:dateTime,wikipage modification datetime
Wiki page out degree,dbo:wikiPageOutDegree,,xsd:nonNegativeInteger,wiki page out degree
Wikipage revision ID,dbo:wikiPageRevisionID,,xsd:integer,wikipage revision id
wimbledon double,dbo:wimbledonDouble,dbo:TennisPlayer,xsd:string,wimbledon double of tennis player
wimbledon mixed,dbo:wimbledonMixed,dbo:TennisPlayer,xsd:string,wimbledon mixed of tennis player
wimbledon single,dbo:wimbledonSingle,dbo:TennisPlayer,xsd:string,wimbledon single of tennis player
wine year,dbo:wineYear,dbo:WineRegion,xsd:date,wine year of wine region
wing area (m2),dbo:wingArea,dbo:Aircraft,xsd:double,wing area of aircraft
wingspan (μ),dbo:wingspan,dbo:Aircraft,xsd:double,wingspan of aircraft
wins,dbo:wins,,xsd:nonNegativeInteger,wins
winter temperature (K),dbo:winterTemperature,dbo:Settlement,xsd:double,winter temperature of settlement
word before the country,dbo:wordBefore,dbo:Country,xsd:string,word before the country of country
work,dbo:work,dbo:FictionalCharacter,xsd:string,work of fictional character
work area (m2),dbo:workArea,dbo:Building,xsd:double,work area of building
year of world champion title,dbo:worldChampionTitleYear,dbo:Athlete,xsd:string,year of world champion title of athlete
world open,dbo:worldOpen,dbo:Athlete,xsd:string,world open of athlete
world team cup,dbo:worldTeamCup,dbo:Athlete,xsd:string,world team cup of athlete
world tournament bronze,dbo:worldTournamentBronze,dbo:Person,xsd:nonNegativeInteger,world tournament bronze of person
world tournament gold,dbo:worldTournamentGold,dbo:Person,xsd:nonNegativeInteger,world tournament gold of person
world tournament silver,dbo:worldTournamentSilver,dbo:Person,xsd:nonNegativeInteger,world tournament silver of person
worst defeat,dbo:worstDefeat,dbo:SoccerClub,xsd:string,worst defeat of soccer club
wpt final table,dbo:wptFinalTable,dbo:PokerPlayer,xsd:nonNegativeInteger,wpt final table of poker player
wpt itm,dbo:wptItm,dbo:PokerPlayer,xsd:nonNegativeInteger,wpt itm of poker player
wpt title,dbo:wptTitle,dbo:PokerPlayer,xsd:string,wpt title of poker player
wsop itm,dbo:wsopItm,dbo:PokerPlayer,xsd:nonNegativeInteger,wsop itm of poker player
wsop win year,dbo:wsopWinYear,dbo:PokerPlayer,xsd:gYear,wsop win year of poker player
wsop wristband,dbo:wsopWristband,dbo:PokerPlayer,xsd:nonNegativeInteger,wsop wristband of poker player
year,dbo:year,,xsd:gYear,year
year of elevation into the nobility,dbo:yearElevationIntoNobility,dbo:NobleFamily,xsd:string,year of elevation into the nobility of noble family
year of construction,dbo:yearOfConstruction,dbo:Place,xsd:gYear,year of construction of place
year of electrification,dbo:yearOfElectrification,dbo:Station,xsd:gYear,year of electrification of station
years,dbo:years,dbo:SoccerPlayer,xsd:gYear,years of soccer player
youth years,dbo:youthYears,dbo:SoccerPlayer,xsd:gYear,youth years of soccer player
zdb,dbo:zdb,dbo:PeriodicalLiterature,xsd:string,zdb of periodical literature
zip code,dbo:zipCode,dbo:PopulatedPlace,xsd:string,zip code of populated place
